# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
SPECC1L	SPECC1L	NM_001254732.2	protein_coding	0	10	20	0	0	0	0	0	0	0	0	0	0	0	20	0	0	2	0	0	0	10	0
SPECC1L	SPECC1L	NM_001254733.1	protein_coding	0	3	4	1	0	1	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	2	0
SPECC1L	SPECC1L	NM_015330.5	protein_coding	0	10	20	0	0	0	0	0	0	0	0	0	0	0	20	0	0	2	0	0	0	10	0
SPECC1L-ADORA2A	SPECC1L-ADORA2A	NR_103546.1		0	2	0	33	0	0	0	0	0	0	0	0	0	0	0	35	0	2	0	0	0	0	0
SREBF2	SREBF2	NM_004599.4	protein_coding	0	6	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	6	0
SREBF2	SREBF2	NR_103834.2		0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0
SRRD	SRRD	NM_001013694.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ST13	ST13	NM_001278589.1	protein_coding	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
ST13	ST13	NM_003932.5	protein_coding	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
SUN2	SUN2	NM_001199579.2	protein_coding	0	9	12	1	0	0	0	0	0	0	0	0	0	1	12	0	0	2	0	0	0	9	0
SUN2	SUN2	NM_001199580.2	protein_coding	0	8	12	2	0	0	0	0	0	0	0	0	0	2	12	0	0	2	0	0	0	8	0
SUN2	SUN2	NM_015374.3	protein_coding	0	8	12	2	0	0	0	0	0	0	0	0	0	2	12	0	0	2	0	0	0	8	0
SUSD2	SUSD2	NM_019601.4	protein_coding	0	3	2	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	2
SYN3	SYN3	NM_001135774.2	protein_coding	0	1	2	6	0	0	0	0	0	0	0	0	0	6	2	0	0	0	0	0	0	1	0
SYN3	SYN3	NM_001369907.1	protein_coding	0	1	2	6	0	0	0	0	0	0	0	0	0	6	2	0	0	0	0	0	0	1	0
SYN3	SYN3	NM_001369908.1	protein_coding	0	1	2	6	0	0	0	0	0	0	0	0	0	6	2	0	0	0	0	0	0	1	0
SYN3	SYN3	NM_001369909.1	protein_coding	0	1	2	6	0	0	0	0	0	0	0	0	0	6	2	0	0	0	0	0	0	1	0
SYN3	SYN3	NM_001369910.1	protein_coding	0	1	2	6	0	0	0	0	0	0	0	0	0	6	2	0	0	0	0	0	0	1	0
SYN3	SYN3	NM_003490.4	protein_coding	0	1	2	6	0	0	0	0	0	0	0	0	0	6	2	0	0	0	0	0	0	1	0
SYN3	SYN3	NM_133633.3	protein_coding	0	1	0	8	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	1	0
TAB1	TAB1	NM_006116.3	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TAB1	TAB1	NM_153497.3	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TAFA5	TAFA5	NM_001082967.3	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TAFA5	TAFA5	NM_015381.7	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TANGO2	TANGO2	NM_001283106.2	protein_coding	0	3	3	3	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	3	0
TANGO2	TANGO2	NM_001283116.2	protein_coding	0	3	3	3	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	3	0
TANGO2	TANGO2	NM_001283129.2	protein_coding	1	4	3	1	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	1	0	4	0
TANGO2	TANGO2	NM_001283148.2	protein_coding	0	0	5	4	1	0	0	0	0	0	0	0	0	3	5	0	0	0	0	0	0	0	0
TANGO2	TANGO2	NM_001283154.2	protein_coding	0	0	5	4	1	0	0	0	0	0	0	0	0	3	5	0	0	0	0	0	0	0	0
TANGO2	TANGO2	NM_001283179.2	protein_coding	0	3	2	4	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	3	0
TANGO2	TANGO2	NM_001283186.2	protein_coding	0	3	2	4	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	3	0
TANGO2	TANGO2	NM_001283199.2	protein_coding	0	3	2	4	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	3	0
TANGO2	TANGO2	NM_001283215.2	protein_coding	1	1	1	6	3	0	0	0	0	0	0	0	0	3	1	0	0	0	0	1	0	1	0
TANGO2	TANGO2	NM_001283235.2	protein_coding	0	3	3	3	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	3	0
TANGO2	TANGO2	NM_001283248.2	protein_coding	0	1	0	8	4	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0
TANGO2	TANGO2	NM_001322141.1	protein_coding	1	4	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	4	0
TANGO2	TANGO2	NM_001322142.1	protein_coding	0	3	4	2	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	3	0
TANGO2	TANGO2	NM_001322143.1	protein_coding	1	4	3	1	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	1	0	4	0
TANGO2	TANGO2	NM_001322144.1	protein_coding	1	1	5	2	1	0	0	0	0	0	0	0	0	1	5	0	0	0	0	1	0	1	0
TANGO2	TANGO2	NM_001322145.1	protein_coding	1	4	2	2	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	1	0	4	0
TANGO2	TANGO2	NM_001322146.1	protein_coding	0	3	4	2	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	3	0
TANGO2	TANGO2	NM_001322147.1	protein_coding	1	4	2	2	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	1	0	4	0
TANGO2	TANGO2	NM_001322148.1	protein_coding	0	4	3	3	0	1	2	0	0	0	0	0	0	1	3	0	0	0	0	0	0	3	0
TANGO2	TANGO2	NM_001322149.1	protein_coding	1	4	2	2	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	1	0	4	0
TANGO2	TANGO2	NM_001322150.1	protein_coding	0	4	4	2	0	1	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	3	0
TANGO2	TANGO2	NM_001322153.1	protein_coding	0	3	4	2	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	3	0
TANGO2	TANGO2	NM_001322155.1	protein_coding	0	3	4	2	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	3	0
TANGO2	TANGO2	NM_001322160.1	protein_coding	0	0	5	4	1	0	0	0	0	0	0	0	0	3	5	0	0	0	0	0	0	0	0
TANGO2	TANGO2	NM_001322163.1	protein_coding	0	3	2	4	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	3	0
TANGO2	TANGO2	NM_001322166.1	protein_coding	0	3	2	4	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	3	0
TANGO2	TANGO2	NM_001322167.1	protein_coding	0	3	2	4	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	3	0
TANGO2	TANGO2	NM_001322169.1	protein_coding	0	0	4	5	1	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0
TANGO2	TANGO2	NM_001322171.1	protein_coding	0	3	3	3	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	3	0
TANGO2	TANGO2	NM_001322172.1	protein_coding	0	4	3	3	0	1	2	0	0	0	0	0	0	1	3	0	0	0	0	0	0	3	0
TANGO2	TANGO2	NM_001322173.1	protein_coding	0	4	3	3	0	1	2	0	0	0	0	0	0	1	3	0	0	0	0	0	0	3	0
TANGO2	TANGO2	NM_001322174.1	protein_coding	0	3	3	3	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	3	0
TANGO2	TANGO2	NM_001322175.1	protein_coding	0	3	3	3	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	3	0
TANGO2	TANGO2	NM_152906.7	protein_coding	0	3	3	3	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	3	0
TANGO2	TANGO2	NR_104274.2		0	0	0	9	0	0	0	0	0	0	0	0	0	3	0	6	0	0	0	0	0	0	0
TANGO2	TANGO2	NR_104275.2		0	0	0	9	0	0	0	0	0	0	0	0	0	1	0	8	0	0	0	0	0	0	0
TANGO2	TANGO2	NR_136206.1		0	0	0	9	0	0	0	0	0	0	0	0	0	4	0	5	0	0	0	0	0	0	0
TANGO2	TANGO2	NR_136211.1		0	0	0	9	0	0	0	0	0	0	0	0	0	3	0	6	0	0	0	0	0	0	0
TANGO2	TANGO2	NR_136212.1		0	0	0	9	0	0	0	0	0	0	0	0	0	3	0	6	0	0	0	0	0	0	0
TBC1D10A	TBC1D10A	NM_001204240.2	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
TBC1D10A	TBC1D10A	NM_031937.3	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
TBC1D22A	TBC1D22A	NM_001284303.1	protein_coding	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
TBC1D22A	TBC1D22A	NM_001284304.1	protein_coding	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
TBC1D22A	TBC1D22A	NM_001284305.1	protein_coding	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
TBC1D22A	TBC1D22A	NM_014346.5	protein_coding	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
TBC1D22A	TBC1D22A	NR_104292.1		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
TBX1	TBX1	NM_005992.1	protein_coding	0	60	2	58	0	1	3	0	0	0	1	0	0	55	1	0	0	1	0	0	0	58	0
TBX1	TBX1	NM_080646.1	protein_coding	0	60	3	57	0	1	3	0	0	0	1	0	0	54	2	0	0	1	0	0	0	58	0
TBX1	TBX1	NM_080647.1	protein_coding	7	97	11	4	0	1	3	0	2	1	1	0	7	1	7	0	0	1	0	0	0	95	0
TCF20	TCF20.2	NM_005650.3	protein_coding	0	30	50	0	0	0	0	1	2	1	0	0	0	0	46	0	0	0	0	0	0	30	0
TCF20	TCF20.2	NM_181492.2.2	protein_coding	0	30	46	4	0	0	0	1	2	1	0	0	0	4	42	0	0	0	0	0	0	30	0
TCN2	TCN2	NM_000355.4	protein_coding	0	14	14	1	0	0	0	0	0	0	0	0	0	2	14	0	0	3	0	0	0	12	1
TCN2	TCN2	NM_001184726.1	protein_coding	0	13	14	2	0	0	1	0	0	0	0	0	0	3	14	0	0	3	0	0	0	11	0
TFIP11	TFIP11	NM_001008697.2	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
TFIP11	TFIP11	NM_001346857.1	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
TFIP11	TFIP11	NM_001346858.1	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
TFIP11	TFIP11	NM_001346859.1	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
TFIP11	TFIP11	NM_001346861.1	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
TFIP11	TFIP11	NM_001346862.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TFIP11	TFIP11	NM_012143.4	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
THAP7	THAP7	NM_001008695.1	protein_coding	0	0	0	102	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0
THAP7	THAP7	NM_030573.3	protein_coding	0	0	0	143	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0
THAP7-AS1	THAP7-AS1	NR_027051.1		0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24
THAP7-AS1	THAP7-AS1	NR_027052.1		0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24
THOC5	THOC5	NM_001002877.2	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
THOC5	THOC5	NM_001002878.1	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
THOC5	THOC5	NM_001002879.1	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
THOC5	THOC5	NM_003678.5	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
TIMP3	TIMP3	NM_000362.4	protein_coding	0	3	2	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	3	0
TMEM121B	TMEM121B	NM_001163079.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
TMEM121B	TMEM121B	NM_031890.4	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
TMPRSS6	TMPRSS6	NM_001289000.2	protein_coding	0	14	10	8	0	0	0	0	0	0	0	6	0	2	10	0	0	2	0	0	0	14	0
TMPRSS6	TMPRSS6	NM_001289001.2	protein_coding	0	14	10	8	0	0	0	0	0	0	0	6	0	2	10	0	0	2	0	0	0	14	0
TMPRSS6	TMPRSS6	NM_153609.3	protein_coding	0	15	10	7	0	0	0	0	0	0	0	6	0	1	10	0	0	2	0	0	0	15	0
TNFRSF13C	TNFRSF13C	NM_052945.3	protein_coding	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
TNRC6B	TNRC6B	NM_001024843.1	protein_coding	0	2	3	3	0	0	0	0	1	0	0	0	0	3	2	0	0	1	0	0	0	2	0
TNRC6B	TNRC6B	NM_001162501.2	protein_coding	0	4	3	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	4	0
TNRC6B	TNRC6B	NM_015088.3	protein_coding	0	3	3	1	0	0	0	0	1	0	0	0	0	1	2	0	0	0	0	0	0	3	0
TOB2	TOB2	NM_016272.4	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TOM1	TOM1	NM_001135729.1	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
TOM1	TOM1	NM_001135730.1	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
TOM1	TOM1	NM_001135732.1	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
TOM1	TOM1	NM_005488.3	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
TOM1	TOM1	NR_024194.2		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
TOM1	TOM1	NR_024195.2		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
TOM1	TOM1	NR_156428.2		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
TOP3B	TOP3B	NM_001282112.2	protein_coding	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2	0
TOP3B	TOP3B	NM_001282113.2	protein_coding	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2	0
TOP3B	TOP3B	NM_001349845.2	protein_coding	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2	0
TOP3B	TOP3B	NM_001349847.2	protein_coding	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2	0
TOP3B	TOP3B	NM_001349848.2	protein_coding	0	2	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0
TOP3B	TOP3B	NM_001349850.2	protein_coding	0	2	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0
TOP3B	TOP3B	NM_001349851.2	protein_coding	0	0	1	2	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
TOP3B	TOP3B	NM_001349852.2	protein_coding	0	0	1	2	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
TOP3B	TOP3B	NM_003935.5	protein_coding	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2	0
TOP3B	TOP3B	NR_146277.2		0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
TPTEP2-CSNK1E	TPTEP2-CSNK1E	NM_001289912.2	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TRIOBP	TRIOBP	NM_001039141.3	protein_coding	0	46	53	3	0	0	0	0	0	0	0	0	0	3	53	0	0	2	0	0	0	46	0
TRIOBP	TRIOBP	NM_007032.5	protein_coding	0	16	11	2	0	0	0	0	0	0	0	0	0	2	11	0	0	2	0	0	0	16	0
TRIOBP	TRIOBP	NM_138632.2	protein_coding	0	9	7	0	0	0	0	0	0	0	0	0	0	0	7	0	0	1	0	0	0	9	0
TRMU	TRMU	NM_001282782.2	protein_coding	0	10	5	6	0	0	5	0	0	0	0	0	0	1	5	0	0	1	0	0	0	10	0
TRMU	TRMU	NM_001282783.2	protein_coding	0	10	4	7	0	0	5	0	0	0	0	0	0	2	4	0	0	0	0	0	0	10	0
TRMU	TRMU	NM_001282784.2	protein_coding	0	6	6	9	0	0	5	0	0	0	0	0	0	4	6	0	0	0	0	0	0	6	0
TRMU	TRMU	NM_001282785.2	protein_coding	0	8	11	2	0	0	0	0	0	0	0	0	0	2	11	0	0	1	0	0	0	8	0
TRMU	TRMU	NM_018006.5	protein_coding	0	12	9	0	0	0	0	0	0	0	0	0	0	0	9	0	0	1	0	0	0	12	0
TRMU	TRMU	NR_104240.2		0	0	0	21	0	0	0	0	0	0	0	0	0	1	0	20	0	0	0	0	0	0	0
TRMU	TRMU	NR_104241.2		0	0	0	21	0	0	0	0	0	0	0	0	0	2	0	19	0	0	0	0	0	0	0
TSSK2	TSSK2	NM_053006.5	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
TTC28	TTC28	NM_001145418.1	protein_coding	0	9	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	9	0
TTC28-AS1	TTC28-AS1	NR_026963.1		0	0	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
TTLL1	TTLL1	NM_012263.5	protein_coding	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	5	0
TTLL1	TTLL1	NR_027779.1		0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	5	0	2	0	0	0	0	0
TTLL12	TTLL12	NM_015140.4	protein_coding	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
TTLL8	TTLL8	NM_001350317.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TUBA8	TUBA8	NM_001193414.2	protein_coding	0	10	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	10	0
TUBA8	TUBA8	NM_018943.3	protein_coding	0	10	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	10	0
TUBGCP6	TUBGCP6	NM_020461.4	protein_coding	0	69	22	0	0	0	0	0	0	0	0	0	0	1	22	0	0	8	0	0	0	68	0
TUG1	TUG1	NR_002323.2		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TUG1	TUG1	NR_110492.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TUG1	TUG1	NR_110493.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TUG1	TUG1	NR_152867.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TUG1	TUG1	NR_152868.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TUG1	TUG1	NR_152869.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TUG1	TUG1	NR_152870.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TUG1	TUG1	NR_152871.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TXN2	TXN2	NM_012473.4	protein_coding	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0
TXNRD2	TXNRD2	NM_001282512.3	protein_coding	0	43	6	1	0	0	0	0	0	0	0	0	0	1	6	0	0	1	0	0	0	43	0
TXNRD2	TXNRD2	NM_001352300.2	protein_coding	0	81	13	3	1	0	0	0	0	0	0	0	0	2	13	0	0	1	0	0	0	81	0
TXNRD2	TXNRD2	NM_001352301.1	protein_coding	0	76	12	2	1	0	0	0	0	0	0	0	0	1	12	0	0	1	0	0	0	76	0
TXNRD2	TXNRD2	NM_001352302.1	protein_coding	0	74	10	18	1	5	9	0	0	0	0	0	0	1	10	0	0	1	0	0	0	69	7
TXNRD2	TXNRD2	NM_001352303.1	protein_coding	0	38	5	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	0	0	0	38	0
TXNRD2	TXNRD2	NM_006440.5	protein_coding	0	81	13	3	1	0	0	0	0	0	0	0	0	2	13	0	0	1	0	0	0	81	0
TXNRD2	TXNRD2	NR_147957.2		0	2	0	95	0	0	0	0	0	0	0	0	0	8	0	89	0	2	0	0	0	0	0
TYMP	TYMP	NM_001113755.3	protein_coding	0	26	4	18	0	0	0	0	0	0	0	18	0	1	4	0	0	2	0	0	0	25	0
TYMP	TYMP	NM_001113756.3	protein_coding	0	26	4	18	0	0	0	0	0	0	0	18	0	1	4	0	0	2	0	0	0	25	0
TYMP	TYMP	NM_001257988.1	protein_coding	0	26	4	18	0	0	0	0	0	0	0	18	0	1	4	0	0	2	0	0	0	25	0
TYMP	TYMP	NM_001257989.1	protein_coding	0	26	4	18	0	0	0	0	0	0	0	18	0	1	4	0	0	2	0	0	0	25	0
TYMP	TYMP	NM_001953.5	protein_coding	0	26	4	18	0	0	0	0	0	0	0	18	0	1	4	0	0	2	0	0	0	25	0
UBE2L3	UBE2L3	NM_001256355.1	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
UBE2L3	UBE2L3	NM_001256356.1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
UBE2L3	UBE2L3	NM_003347.4	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
UBE2L3	UBE2L3	NR_028436.3		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
UBE2L3	UBE2L3	NR_046082.2		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
UFD1	UFD1	NM_001035247.3	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
UFD1	UFD1	NM_001362910.2	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
UFD1	UFD1	NM_005659.7	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
UPB1	UPB1	NM_016327.3	protein_coding	0	7	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	7	0
UPK3A	UPK3A	NM_001167574.2	protein_coding	0	3	1	8	0	0	0	0	0	0	0	0	0	8	1	0	0	0	0	0	0	3	0
UPK3A	UPK3A	NM_006953.4	protein_coding	2	5	5	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	2	0	5	0
USP18	USP18	NM_017414.4	protein_coding	0	1	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0
WNT7B	WNT7B	NM_058238.3	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
XPNPEP3	XPNPEP3	NM_001204827.1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
XPNPEP3	XPNPEP3	NM_022098.4	protein_coding	1	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	3	0
YDJC	YDJC	NM_001017964.2	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
YDJC	YDJC	NM_001371350.1	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
YDJC	YDJC	NR_163922.1		0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
YDJC	YDJC	NR_163923.1		0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
YDJC	YDJC	NR_163924.1		0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
YDJC	YDJC	NR_163925.1		0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
ZBED4	ZBED4	NM_014838.3	protein_coding	0	4	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0
ZDHHC8	ZDHHC8	NM_001185024.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ZDHHC8	ZDHHC8	NM_013373.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ZNF70	ZNF70	NM_021916.4	protein_coding	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
